principio_activo,unidad_de_dispensacion,concentracion,unidad_base,nombre_comercial,fabricante,precio_por_tableta,factoresprecio
Multivitaminas Mas Hierro,Frasco,Multivitaminas Mas Hierro,ml,Hemocyton,Tecnofar,23631.19546,Medio
Multivitaminas Mas Hierro,Frasco,Multivitaminas Mas Hierro,ml,Hemocyton,Tecnofar,8546.176496,Medio
Fenobarbital,Tableta,Fenobarbital 100 mg,mg,Fenobarbital,Fondo Nacional de Estupefacientes,193.6948281,Medio
Fenobarbital,Tableta,Fenobarbital 100 mg,mg,Fenobarbital,Fondo Nacional de Estupefacientes,119.2436242,Medio
Fenobarbital,Tableta,Fenobarbital 50 mg,mg,Fenobarbital,Fondo Nacional de Estupefacientes,660.0547906,Medio
Fenobarbital,Tableta,Fenobarbital 50 mg,mg,Fenobarbital,Fondo Nacional de Estupefacientes,152.5333333,Medio
Metformina,Tableta,Metformina 850 mg,mg,Metformina,Winthrop,850.790824,Alto
Danazol,Capsula,Danazol 200 mg,mg,Cipladanogen,Cipla,1122.314318,Medio
Danazol,Capsula,Danazol 200 mg,mg,Cipladanogen,Cipla,965.0773558,Medio
Oseltamivir,Capsula,Oseltamivir 75 mg,mg,Tamiflu,Roche,8932.0,Alto
Cetirizina,Tableta,Cetirizina 10 mg,mg,Cetirizina,Genfar,421.9964177,Medio
Meloxicam,Tableta,Meloxicam 15 mg,mg,Meloxicam,La Sante,970.6120506,Medio
Meloxicam,Tableta,Meloxicam 15 mg,mg,Meloxicam,La Sante,72.85714286,Bajo
Budesonida,Aerosol,Budesonida 200 mcg + Budesonida 200 mcg,dosis,B-Cort,Grunenthal,24893.67326,Medio
Prednisona,Tableta,Prednisona 50 mg,mg,Prednisona,Tecnoquimicas,2597.78526,Medio
Prednisona,Tableta,Prednisona 50 mg,mg,Prednisona,Tecnoquimicas,642.9260425,Medio
Claritromicina,Tableta,Claritromicina 500 mg,mg,Klamicina,Mega Labs,2780.79835,Medio
Bupropion,Tableta,Bupropion 150 mg,mg,Odranal,Monte Verde,1804.5,Alto
Bupropion,Tableta,Bupropion 150 mg,mg,Odranal,Monte Verde,709.404901,Bajo
Levonorgestrel Y Etinilestradiol,Tableta,"Levonorgestrel 0,15 mg + Etinilestradiol 0,03 mg",mg,Nordette,Pfizer,912.0,Alto
Levonorgestrel Y Etinilestradiol,Tableta,"Levonorgestrel 0,15 mg + Etinilestradiol 0,03 mg",mg,Nordette,Pfizer,249.0,Medio
Meloxicam,Tableta,"Meloxicam 7,5 mg",mg,Meloxicam,La Sante,698.7789148,Medio
Meloxicam,Tableta,"Meloxicam 7,5 mg",mg,Meloxicam,La Sante,55.96764138,Bajo
Nistatina Y Oxido De Zinc,Tubo,Oxido De Zinc 20 g + Nistatina 10000000 ui,g,Crema N°. 4,Tecnofar,13257.05627,Bajo
Nistatina Y Oxido De Zinc,Tubo,Oxido De Zinc 20 g + Nistatina 10000000 ui,g,Crema N°. 4,Tecnofar,8160.196402,Bajo
Nistatina Y Oxido De Zinc,Tubo,Oxido De Zinc 20 g + Nistatina 10000000 ui,g,Crema N°. 4,Tecnofar,20378.2755,Alto
Nistatina Y Oxido De Zinc,Tubo,Oxido De Zinc 20 g + Nistatina 10000000 ui,g,Crema N°. 4,Tecnofar,10414.95188,Alto
Acetaminofen + Clorfeniramina + Fenilefrina,Tableta,Acetaminofen 500 mg + Clorfeniramina 2 mg + Fenilefrina 5 mg,mg,Dolex Gripa,Haleon,472.5,Alto
Acetaminofen + Clorfeniramina + Fenilefrina,Tableta,Acetaminofen 500 mg + Maleato De Clorfeniramina 2 mg + Fenilefrina 5 mg,mg,Dolex Contra Los Sintomas De La Gripa,Glaxosmithkline,957.9072534,Bajo
Acetaminofen + Clorfeniramina + Fenilefrina,Tableta,Acetaminofen 500 mg + Fenilefrina 5 mg + Maleato De Clorfeniramina 2 mg,mg,Dolex Contra Los Sintomas De La Gripa,Glaxosmithkline,896.7967233,Alto
Acetaminofen + Clorfeniramina + Fenilefrina,Tableta,Fenilefrina 5 mg + Maleato De Clorfeniramina 2 mg + Acetaminofen 500 mg,mg,Dolex Contra Los Sintomas De La Gripa,Glaxosmithkline,880.1416949,Bajo
Acetaminofen + Clorfeniramina + Fenilefrina,Tableta,Fenilefrina 5 mg + Maleato De Clorfeniramina 2 mg + Acetaminofen 500 mg,mg,Dolex Contra Los Sintomas De La Gripa,Glaxosmithkline,733.23,Medio
Sodio Fosfato,Frasco,Sodio Fosfato 16 g + Sodio Fosfato 6 g,ml,Travad Oral,Tecnoquimicas,20652.58315,Medio
Sodio Fosfato,Frasco,Sodio Fosfato 16 g + Sodio Fosfato 6 g,ml,Travad Oral,Tecnoquimicas,6356.192629,Medio
Ibuprofeno,Frasco,Ibuprofeno 2 g,ml,Smadol,Seres,8278.813271,Medio
Metronidazol,Frasco,Metronidazol 250 mg,ml,Metronidazol,Genfar,4300.0,Medio
Cetirizina,Frasco,Cetirizina 10 g,ml,Acidrine Gotas,Novamed,2000.0,Medio
Temozolomida,Capsula,Temozolomida 20 mg,mg,Temodal,Merck Sharp Dome,13112.32448,Bajo
Meloxicam,Tableta,"Meloxicam 7,5 mg",mg,Meloxicam,Mk,828.94004,Medio
Meloxicam,Tableta,"Meloxicam 7,5 mg",mg,Meloxicam,Mk,466.7142857,Alto
Meloxicam,Tableta,Meloxicam 15 mg,mg,Meloxicam,Mk,1015.659174,Medio
Meloxicam,Tableta,Meloxicam 15 mg,mg,Meloxicam,Mk,126.724676,Medio
Nimodipino,Tableta,Nimodipino 30 mg,mg,Nisom,Siegfried,129.2680025,Medio
Nafazolina,Frasco,Nafazolina 1 mg,ml,Oftalmotrisol,Incobra,17794.20517,Alto
Nafazolina,Frasco,Nafazolina 1 mg,ml,Oftalmotrisol,Incobra,4440.865039,Medio
Cloruro De Sodio,Ampolla,Cloruro De Sodio 9 mg,ml,Solucion Fisiologica De Cloruro De Sodio,Braun Melsungen,1750.0,Bajo
Cloruro De Sodio,Ampolla,Cloruro De Sodio 9 mg,ml,Solucion Fisiologica De Cloruro De Sodio,Braun Melsungen,1810.0,Bajo
Cloruro De Sodio,Ampolla,Cloruro De Sodio 9 mg,ml,Solucion Fisiologica De Cloruro De Sodio,Braun Melsungen,2392.926829,Medio
Cloruro De Sodio,Ampolla,Cloruro De Sodio 9 mg,ml,Solucion Fisiologica De Cloruro De Sodio,Braun Melsungen,2338.918919,Medio
Cloruro De Sodio,Ampolla,Cloruro De Sodio 9 mg,ml,Solucion Fisiologica De Cloruro De Sodio,Braun Melsungen,2660.412371,Medio
Cloruro De Sodio,Ampolla,Cloruro De Sodio 9 mg,ml,Solucion Fisiologica De Cloruro De Sodio,Braun Melsungen,2670.0,Medio
Cloruro De Sodio,Ampolla,Cloruro De Sodio 9 mg,ml,Solucion Fisiologica De Cloruro De Sodio,Braun Melsungen,4200.0,Medio
Cloruro De Sodio,Ampolla,Cloruro De Sodio 9 mg,ml,Solucion Fisiologica De Cloruro De Sodio,Braun Melsungen,2700.0,Medio
Hidroxizina,Tableta,Hidroxicina 25 mg,mg,Hidroxicina,Genfar,149.7723042,Bajo
Hidroxizina,Tableta,Hidroxicina 25 mg,mg,Hidroxicina,Genfar,76.30900007,Bajo
Levonorgestrel Y Etinilestradiol,Tableta,"Levonorgestrel 0,15 mg + Etinilestradiol 0,03 mg",mg,Microfemin,Gedeon Richter,648.4692264,Medio
Levonorgestrel Y Etinilestradiol,Tableta,"Levonorgestrel 0,15 mg + Etinilestradiol 0,03 mg",mg,Microfemin,Gedeon Richter,266.08,Alto
Budesonida,Capsula,Budesonida 3 mg,mg,Budenofalk,Dr Falk Pharma,3299.1,Medio
Budesonida,Capsula,Budesonida 3 mg,mg,Budenofalk,Dr Falk Pharma,3222.604079,Medio
Hialuronato De Sodio,Ampolla,Hialuronato De Sodio 4 mg,ml,Lagricel,Sophia,2536.089652,Bajo
Hialuronato De Sodio,Ampolla,Hialuronato De Sodio 4 mg,ml,Lagricel,Sophia,2080.25255,Bajo
Permetrina,Tubo,Permetrina 1 g,g,Nopion,Tecnofar,26405.51433,Medio
Levonorgestrel,Tableta,"Levonorgestrel 0,75 mg",mg,Postinor,Gedeon Richter,3868.5,Medio
Oxibutinina,Tableta,Oxibutinina 10 mg,mg,Mutum Cr,Laboratorios Elea Phoenix,3286.427021,Medio
Oxibutinina,Tableta,Oxibutinina 10 mg,mg,Mutum Cr,Laboratorios Elea Phoenix,1911.747986,Medio
Sildenafil,Tableta,Sildenafil 50 mg,mg,Sildenafil,Mk,2567.173199,Medio
Sildenafil,Tableta,Sildenafil 50 mg,mg,Sildenafil,Mk,2162.0,Medio
Amoxicilina,Frasco,Amoxicilina 750 mg,ml,Amoxidal Duo Suspension,Roemmers,36847.83043,Bajo
Amoxicilina,Frasco,Amoxicilina 750 mg,ml,Amoxidal Duo Suspension,Roemmers,28848.22078,Bajo
Amoxicilina,Frasco,Amoxicilina 750 mg,ml,Amoxidal Duo Suspension,Roemmers,32769.23077,Alto
Amoxicilina,Tableta,Amoxicilina 875 mg,mg,Amoxidal Duo,Roemmers,3817.331727,Alto
Amoxicilina,Tableta,Amoxicilina 875 mg,mg,Amoxidal Duo,Roemmers,2400.0,Alto
Latanoprost,Frasco,Latanoprost 50 mcg,ml,Louten,Mega Labs,19126.0,Alto
Latanoprost,Frasco,Latanoprost 50 mcg,ml,Louten,Mega Labs,8686.57911,Bajo
Piridostigmina,Tableta,Piridostigmina 60 mg,mg,Mestinon,Grossman,9419.0,Medio
Piridostigmina,Tableta,Piridostigmina 60 mg,mg,Mestinon,Grossman,768.386469,Bajo
Atorvastatina,Tableta,Atorvastatina 20 mg,mg,Atorvastatina,Mk,1766.406663,Medio
Atorvastatina,Tableta,Atorvastatina 20 mg,mg,Atorvastatina,Mk,345.3816475,Alto
Fentanilo,Ampolla,Fentanilo 50 mcg,ml,Fentanilo,Braun Melsungen,3572.232704,Alto
Fentanilo,Ampolla,Fentanilo 50 mcg,ml,Fentanilo,Braun Melsungen,3475.166667,Alto
Fentanilo,Ampolla,Fentanilo 50 mcg,ml,Fentanilo,Braun Melsungen,2994.638187,Bajo
Fentanilo,Ampolla,Fentanilo 50 mcg,ml,Fentanilo,Braun Melsungen,2897.881773,Bajo
Metronidazol Y Clotrimazol,Tubo,Metronidazol Base 10 g + Clotrimazol 2 g,g,Gynoflor,Siegfried,35091.34509,Medio
Metronidazol Y Clotrimazol,Tubo,Metronidazol Base 10 g + Clotrimazol 2 g,g,Gynoflor,Siegfried,18199.46092,Medio
Montelukast,Tableta Masticable,Montelukast 4 mg,mg,Singulair,Merck,12166.22951,Alto
Bisoprolol,Tableta,"Bisoprolol 2,5 mg",mg,Concor,Merck,322.5333333,Alto
Bisoprolol,Tableta,"Bisoprolol 2,5 mg",mg,Concor,Merck,297.4907454,Alto
Albendazol,Tableta,Albendazol 200 mg,mg,Albendazol,Laproff,94.62727273,Bajo
Albendazol,Tableta,Albendazol 200 mg,mg,Albendazol,Laproff,253.0914894,Bajo
Amikacina,Ampolla,Amikacina 500 mg,ml,Amikacina,Vitalis,3268.181818,Bajo
Amikacina,Ampolla,Amikacina 500 mg,ml,Amikacina,Vitalis,1629.243227,Medio
Amikacina,Ampolla,Amikacina 100 mg,ml,Amikacina,Vitalis,2215.98721,Medio
Amikacina,Ampolla,Amikacina 100 mg,ml,Amikacina,Vitalis,1522.247946,Medio
Atorvastatina,Tableta,Atorvastatina 10 mg,mg,Atorvastatina,Mk,1430.722004,Medio
Atorvastatina,Tableta,Atorvastatina 10 mg,mg,Atorvastatina,Mk,285.7307692,Medio
Acido Poliacrilico,Tubo,"Acido Poliacrilico 2,5 mg",g,Siccafluid,Thea,24609.4891,Medio
Orlistat,Capsula,Orlistat 120 mg,mg,Orlistat,Procaps,2250.378503,Medio
Ciclobenzaprina Clorhidrato + Clonixinato De Lisina,Tableta,Clonixinato De Lisina 125 mg + Ciclobenzaprina Clorhidrato 5 mg,mg,Dorixina Relax,Mega Labs,2526.61238,Medio
Ciclobenzaprina Clorhidrato + Clonixinato De Lisina,Tableta,Clonixinato De Lisina 125 mg + Ciclobenzaprina Clorhidrato 5 mg,mg,Dorixina Relax,Mega Labs,1304.822697,Medio
Azitromicina,Tableta,Azitromicina 500 mg,mg,Azitromicina,American Generics,1976.571361,Bajo
Ibuprofeno + Metacarbamol,Tableta,Ibuprofeno 200 mg + Metocarbamol 500 mg,mg,Metocarbamol,Genfar,836.0199865,Medio
Ibuprofeno + Metacarbamol,Tableta,Ibuprofeno 200 mg + Metocarbamol 500 mg,mg,Metocarbamol,Genfar,178.9723064,Medio
Trimebutina,Capsula,Trimebutina 200 mg,mg,Muvett,Procaps,4150.793651,Alto
Trimebutina,Capsula,Trimebutina 200 mg,mg,Muvett,Procaps,540.8333333,Alto
Carbocisteina,Frasco,Carbocisteina 50 mg,ml,Mucosina Gotas Pediatricas,Glaxosmithkline,14607.09405,Alto
Carbocisteina,Frasco,Carbocisteina 50 mg,ml,Mucosina Gotas Pediatricas,Glaxosmithkline,13281.0,Medio
Carbocisteina,Frasco,Carbocisteina 5 g,ml,Mucosina,Glaxosmithkline,25437.26873,Alto
Carbocisteina,Frasco,Carbocisteina 5 g,ml,Mucosina,Glaxosmithkline,22270.0,Medio
Sildenafil,Tableta,Sildenafil 50 mg,mg,Sildenafil,American Generics,1497.6902,Medio
Omeprazol,Capsula,Omeprazol 20 mg,mg,Prozidex,Bioquifar,204.6153846,Medio
Omeprazol,Capsula,Omeprazol 20 mg,mg,Prozidex,Bioquifar,57.0,Bajo
Clormadinona Y Etinilestradiol,Tableta,"Etinilestradiol 0,03 mg + Acetato De Clormadinona 2 mg",mg,Belara,Grunenthal,1073.158535,Medio
Clormadinona Y Etinilestradiol,Tableta,"Etinilestradiol 0,03 mg + Acetato De Clormadinona 2 mg",mg,Belara,Grunenthal,729.9315931,Medio
Dimenhidrinato,Tableta,Dimenhidrinato 50 mg,mg,Mareol,Glaxosmithkline,505.8045635,Alto
Hidroclorotiazida Y Losartan,Tableta,Hidroclorotiazida 25 mg + Losartan 100 mg,mg,Hyzaar Forte,Merck,13524.0,Alto
Hidroclorotiazida Y Losartan,Tableta,Hidroclorotiazida 25 mg + Losartan 100 mg,mg,Hyzaar Forte,Merck,2436.380282,Alto
Oxcarbazepina,Tableta,Oxcarbazepina 300 mg,mg,Trileptal,Novartis,594.0,Medio
Oxcarbazepina,Tableta,Oxcarbazepina 300 mg,mg,Trileptal,Novartis,594.0,Alto
Oxcarbazepina,Tableta,Oxcarbazepina 600 mg,mg,Trileptal,Novartis,1190.0,Medio
Oxcarbazepina,Tableta,Oxcarbazepina 600 mg,mg,Trileptal,Novartis,1190.0,Alto
Ibuprofeno Y Codeina,Tableta,Ibuprofeno 200 mg + Codeina Fosfato 30 mg,mg,Difast F,Siegfried,2405.7,Medio
Ibuprofeno Y Codeina,Tableta,Ibuprofeno 200 mg + Codeina Fosfato 30 mg,mg,Difast F,Siegfried,995.4716981,Medio
Alfuzosina,Tableta,Alfuzosina 10 mg,mg,Xatral Od,Sanofi Aventis,1222.966865,Medio
Alfuzosina,Tableta,Alfuzosina 10 mg,mg,Xatral Od,Sanofi Aventis,1160.318364,Medio
Acido Folico,Tableta,Acido Folico 1 mg,mg,Acido Folico,Laproff,51.11111111,Bajo
Loratadina,Frasco,"Loratadina 0,1 g",ml,Loratadina,Laproff,3149.649631,Medio
Loratadina,Frasco,"Loratadina 0,1 g",ml,Loratadina,Laproff,2353.551724,Medio
Acetaminofen Y Cafeina,Tableta,Acetaminofen 500 mg + Cafeina 65 mg,mg,Acetaminofen + Cafeina,Sanofi Aventis,481.7122396,Bajo
Acetaminofen,Frasco,Acetaminofen 10 g,ml,Acetaminofen Gotas,Sanofi Aventis,7599.177896,Medio
Clotrimazol,Tubo,Clotrimazol 1 g,g,Clotrimazol Crema,Genfar,13479.17749,Alto
Clotrimazol,Tubo,Clotrimazol 1 g,g,Clotrimazol Crema,Genfar,7567.351351,Alto
Sildenafil,Tableta,Sildenafil 50 mg,mg,Varofil,Comerfar,9435.855334,Alto
Amoxicilina,Tableta,Amoxicilina 875 mg,mg,Neogram,Legrand,3520.660377,Medio
Amoxicilina,Tableta,Amoxicilina 875 mg,mg,Neogram,Legrand,1167.71875,Medio
Acetaminofen + Clorfeniramina + Fenilefrina,Tableta,Acetaminofen 500 mg + Maleato De Clorfeniramina 2 mg + Fenilefrina 5 mg,mg,Clarigrip,Bayer,3648.753181,Alto
Acetaminofen + Clorfeniramina + Fenilefrina,Tableta,Fenilefrina 5 mg + Acetaminofen 500 mg + Maleato De Clorfeniramina 2 mg,mg,Clarigrip,Bayer,3334.38,Medio
Metoclopramida,Tableta,Metoclopramida 10 mg,mg,Metoclopramida,American Generics,275.4827978,Medio
Metoclopramida,Tableta,Metoclopramida 10 mg,mg,Metoclopramida,American Generics,140.7439024,Medio
Amlodipino,Tableta,Amlodipino 5 mg,mg,Amlodipino,American Generics,399.5181024,Medio
Amlodipino,Tableta,Amlodipino 10 mg,mg,Amlodipino,American Generics,520.2343843,Medio
Hidroclorotiazida Y Valsartan,Tableta,"Hidroclorotiazida 12,5 mg + Valsartan 160 mg + Hidroclorotiazida 12,5 mg",mg,Diovan Hct,Novartis,1475.428571,Medio
Hidroclorotiazida Y Valsartan,Tableta,"Hidroclorotiazida 12,5 mg + Valsartan 160 mg",mg,Diovan Hct,Novartis,1502.428571,Medio
Hidroclorotiazida Y Valsartan,Tableta,"Hidroclorotiazida 12,5 mg + Valsartan 160 mg",mg,Diovan Hct,Novartis,966.0714286,Alto
Insulina Aspartato,Jeringa Prellenada,Insulina Aspartato 100 ui,ml,Novorapid,Novo Nordisk,22559.8125,Bajo
Insulina Aspartato,Jeringa Prellenada,Insulina Aspartato 100 ui,ml,Novorapid,Novo Nordisk,22395.6,Bajo
Azitromicina,Tableta,Azitromicina 500 mg,mg,Penfluz,Comerfar,8223.649693,Alto
Claritromicina,Tableta,Claritromicina 500 mg,mg,Ciridac,Comerfar,3401.152478,Alto
Loratadina,Tableta,Loratadina 10 mg,mg,Histapen,Comerfar,2073.732128,Alto
Clotrimazol,Tubo,Clotrimazol 1 g,g,Clotrimazol,Genfar,6625.077964,Medio
Clotrimazol,Tubo,Clotrimazol 1 g,g,Clotrimazol,Genfar,2982.314882,Medio
Simeticona,Tableta Masticable,Simeticona 125 mg,mg,Finigax,Lafrancol,936.7033411,Bajo
Simeticona,Tableta Masticable,Simeticona 125 mg,mg,Finigax,Lafrancol,647.2390501,Bajo
Sertralina,Tableta,Sertralina 50 mg,mg,Sertralina,La Sante,3490.103035,Medio
Vitamina E,Capsula,Vitamina E 800 mg,mg,Aquasol E,Siegfried,2140.24978,Medio
Vitamina E,Capsula,Vitamina E 800 mg,mg,Aquasol E,Siegfried,390.4815161,Medio
Drospirenona Y Etinilestradiol,Tableta,"Drospirenona 3 mg + Etinilestradiol 0,03 mg",mg,Yasmín,Bayer,1185.714286,Alto
Drospirenona Y Etinilestradiol,Tableta,"Etinilestradiol 0,03 mg + Drospirenona 3 mg",mg,Yasmín,Bayer,1185.0,Alto
Alcohol Polivinilico,Frasco,Alcohol Polivinilico 14 mg,ml,Lacril Liquifilm,Abbvie,32553.00997,Alto
Prednisolona,Frasco,"Prednisolona 1,2 mg",ml,Prednefrin,Abbvie,12000.0,Medio
Bromhexina,Frasco,Bromhexina Clorhidrato 4 mg,ml,Bromhexina,Mk,13073.32602,Medio
Bromhexina,Frasco,Bromhexina Clorhidrato 4 mg,ml,Bromhexina,Mk,7866.160211,Medio
Bromhexina,Frasco,Bromhexina Clorhidrato 8 mg,ml,Bromhexina,Tecnoquimicas,15758.02,Medio
Bromhexina,Frasco,Bromhexina Clorhidrato 8 mg,ml,Bromhexina,Tecnoquimicas,9408.542274,Medio
Nandrolona,Ampolla,Nandrolona 50 mg,ml,Deca - Durabolin,Aspen,22005.0,Medio
Nandrolona,Ampolla,Nandrolona 50 mg,ml,Deca - Durabolin,Aspen,2640.6,Medio
Nafazolina,Frasco,Nafazolina 1 mg,ml,Albasol Liquifilm,Abbvie,30557.39038,Alto
Ergotamina Y Cafeina,Tableta,Ergotamina Tartrato 1 mg + Cafeina 100 mg,mg,Fencafen,Tecnoquimicas,2716.400813,Medio
Ergotamina Y Cafeina,Tableta,Ergotamina Tartrato 1 mg + Cafeina 100 mg,mg,Fencafen,Tecnoquimicas,183.1135415,Medio
Clotrimazol,Tubo,Clotrimazol 1 g,g,Clotrimazol,American Generics,4990.715913,Medio
Clotrimazol,Tubo,Clotrimazol 1 g,g,Clotrimazol,American Generics,2841.500256,Medio
Extracto De Manzanilla,Frasco,"Extracto De Manzanilla 0,25 mg",ml,Manzanilla Sophia,Sophia,15075.66979,Medio
Salmeterol Y Fluticasona,Inhalador,Fluticasona 125 mcg + Salmeterol 25 mcg,dosis,Seretide Evohaler,Glaxosmithkline,23448.14024,Medio
Salmeterol Y Fluticasona,Inhalador,Fluticasona 50 mcg + Salmeterol 25 mcg,dosis,Seretide Osp,Glaxosmithkline,32239.29766,Medio
Salmeterol Y Fluticasona,Inhalador,Fluticasona 250 mcg + Salmeterol 25 mcg,dosis,Seretide Evohaler,Glaxosmithkline,29530.98385,Medio
Fluticasona,Inhalador,Fluticasona 50 mcg,dosis,Flixotide,Glaxosmithkline,21024.84903,Medio
Fluticasona,Inhalador,Fluticasona 50 mcg,dosis,Flixotide,Glaxosmithkline,20807.96499,Medio
Atorvastatina,Tableta,Atorvastatina 20 mg,mg,Atorvastatina,La Sante,1383.655328,Medio
Atorvastatina,Tableta,Atorvastatina 20 mg,mg,Atorvastatina,La Sante,60.0,Medio
Atorvastatina,Tableta,Atorvastatina 10 mg,mg,Atorvastatina,La Sante,1263.053562,Medio
Dimenhidrinato,Tableta,"Dimenhidrinato 0,05 g",g,Pasedol,Ecar,541.3697734,Alto
Paroxetina,Tableta,Paroxetina 20 mg,mg,Paxan,Tecnoquimicas,8933.217765,Alto
Paroxetina,Tableta,Paroxetina 20 mg,mg,Paxan,Tecnoquimicas,1343.529412,Alto
Acetaminofen + Cafeina + Acido Acetilsalicilico,Tableta,Cafeina 65 mg + Acetaminofen 250 mg + Acido Acetilsalicilico 250 mg,mg,Sevedol,Lafrancol,1003.664036,Medio
Acetaminofen + Cafeina + Acido Acetilsalicilico,Tableta,Cafeina 65 mg + Acetaminofen 250 mg + Acido Acetilsalicilico 250 mg,mg,Sevedol,Lafrancol,521.6363636,Medio
Furosemida,Ampolla,Furosemida 20 mg,ml,Furosemida,Procaps,320.0,Medio
Furosemida,Ampolla,Furosemida 20 mg,ml,Furosemida,Procaps,286.1927952,Medio
Misoprostol,Tableta,Misoprostol 200 mcg,mcg,Cytil,Tecnoquimicas,17006.28878,Medio
Misoprostol,Tableta,Misoprostol 200 mcg,mcg,Cytil,Tecnoquimicas,1714.827397,Medio
Insulina Glargina,Jeringa Prellenada,Insulina Glargina 100 ui,ml,Lantus,Sanofi Aventis,32846.43143,Medio
Insulina Glargina,Jeringa Prellenada,Insulina Glargina 100 ui,ml,Lantus,Sanofi Aventis,16588.25581,Medio
Insulina Glargina,Pluma,Insulina Glargina 100 Ul,ml,Lantus,Sanofi Aventis,16075.14097,Medio
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Acetaminofen,Tecnoquimicas,627.2379321,Medio
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Acetaminofen,Tecnoquimicas,247.4666667,Medio
Sildenafil,Tableta,Sildenafil 50 mg,mg,Sildenafil,Bussié,465.3266262,Bajo
Sildenafil,Tableta,Sildenafil 50 mg,mg,Sildenafil,Bussié,145.2339791,Bajo
Doxiciclina,Capsula,Doxiciclina 100 mg,mg,Hiclina,Pharmaderm,2390.189343,Alto
Clindamicina,Capsula,Clindamicina 300 mg,mg,Clindamicina,Mk,2102.500437,Alto
Clindamicina,Capsula,Clindamicina 300 mg,mg,Clindamicina,Mk,1605.366984,Alto
Clindamicina,Tubo,Clindamicina 2 g,g,Clindamicina,Mk,35573.34716,Alto
Clindamicina,Tubo,Clindamicina 2 g,g,Clindamicina,Mk,25917.45098,Alto
Citicolina,Tableta,Citicolina 500 mg,mg,Somazina,Ferrer,11954.53213,Alto
Citicolina,Tableta,Citicolina 500 mg,mg,Somazina,Ferrer,10959.30178,Alto
Ciprofloxacina,Tableta,Ciprofloxacina 500 mg,mg,Ciprofloxacina,Laproff,325.2245841,Bajo
Ciprofloxacina,Tableta,Ciprofloxacina 500 mg,mg,Ciprofloxacina,Laproff,264.4098361,Medio
Lorazepam,Tableta,Lorazepam 2 mg,mg,Lorazepam,Laproff,175.4329897,Bajo
Ibuprofeno,Tableta,Ibuprofeno 800 mg,mg,Ibuprofeno,Tecnoquimicas,275.2825951,Medio
Ibuprofeno,Tableta,Ibuprofeno 800 mg,mg,Ibuprofeno,Tecnoquimicas,241.9487179,Medio
Celecoxib,Capsula,Celecoxib 200 mg,mg,Celecoxib,Tecnoquimicas,728.1456298,Medio
Celecoxib,Capsula,Celecoxib 200 mg,mg,Celecoxib,Tecnoquimicas,304.2494147,Medio
Celecoxib,Capsula,Celecoxib 100 mg,mg,Celecoxib,Tecnoquimicas,823.5823986,Medio
Celecoxib,Capsula,Celecoxib 100 mg,mg,Celecoxib,Tecnoquimicas,226.8550984,Medio
Acetaminofen + Loratadina + Fenilefrina,Tableta,Loratadina 5 mg + Fenilefrina 10 mg + Acetaminofen 500 mg,mg,Adorem Gripa,Siegfried,610.3697674,Medio
Multivitaminas Y Elementos Traza,Frasco,Multivitaminas Y Elementos Traza,ml,Pediavit Gotas,Procaps,20716.23634,Medio
Multivitaminas Y Elementos Traza,Frasco,Multivitaminas Y Elementos Traza,ml,Pediavit Gotas,Procaps,5864.548654,Medio
Sulfato Ferroso,Tableta,Sulfato Ferroso 300 mg,mg,Sulfato Ferroso,Laproff,59.94113712,Bajo
Sirolimus,Tableta,Sirolimus 1 mg,mg,Rapamune,Pfizer,10605.38783,Medio
Tetrinoina,Frasco,"Tetrinoina 0,05 g",ml,Acido Retinoico Locion,Quifarma,14778.86486,Medio
Tetrinoina,Frasco,"Tetrinoina 0,05 g",ml,Acido Retinoico Locion,Quifarma,5583.931818,Medio
Naproxeno Y Cafeina,Tableta,Cafeina 50 mg + Naproxeno 220 mg,mg,Lumbal,Lafrancol,869.8333333,Medio
Naproxeno Y Cafeina,Tableta,Naproxeno 220 mg + Cafeina 50 mg,mg,Lumbal,Lafrancol,1295.815276,Alto
Naproxeno Y Cafeina,Tableta,Naproxeno 220 mg + Cafeina 50 mg,mg,Lumbal,Lafrancol,737.8837209,Alto
Claritromicina,Tableta,Claritromicina 500 mg,mg,Claritromicina,Colmed,2187.607282,Medio
Claritromicina,Tableta,Claritromicina 500 mg,mg,Claritromicina,Colmed,1440.779932,Medio
Amlodipino,Tableta,Amlodipino 5 mg,mg,Amlodipino,La Sante,514.2019089,Medio
Nebivolol,Tableta,Nebivolol 5 mg,mg,Nebilet,Menarini,1619.301065,Medio
Nebivolol,Tableta,Nebivolol 5 mg,mg,Nebilet,Menarini,468.693485,Medio
Esomeprazol,Tableta,Esomeprazol 20 mg,mg,Nexium Mups,Astrazeneca,6439.0,Alto
Esomeprazol,Tableta,Esomeprazol 20 mg,mg,Nexium Mups,Astrazeneca,976.3277419,Medio
Esomeprazol,Tableta,Esomeprazol 40 mg,mg,Nexium Mups,Astrazeneca,9412.0,Alto
Esomeprazol,Tableta,Esomeprazol 40 mg,mg,Nexium Mups,Astrazeneca,1953.0,Medio
Procianidinas,Capsula,Procianidinas 60 mg,mg,Lacoryl,Synthesis,8029.785714,Medio
Procianidinas,Capsula,Procianidinas 60 mg,mg,Lacoryl,Synthesis,2325.317757,Medio
